ID,Bathrooms,Bedrooms,Size/Area,Type,price_in_millions,area,area2
392,4,4,389.0,Flat,42,Bahria Town Karachi,Bahria Town - Precinct 19
393,5,5,400.0,Flat,42,Bahria Town Karachi,Bahria Town - Precinct 19
394,4,4,195.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
395,4,4,232.0,Flat,29,Bahria Town Karachi,Bahria Town - Precinct 19
396,4,4,194.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
397,4,4,256.0,Flat,6,Bahria Town Karachi,Bahria Town - Jinnah Avenue
398,4,4,361.0,Flat,9,Bahria Town Karachi,Bahria Town - Jinnah Avenue
399,3,3,286.0,Flat,33,Cantt,Askari 5
400,3,3,286.0,Flat,32,Cantt,Askari 5
401,3,4,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
402,4,5,350.0,House,26,Bahria Town Karachi,Bahria Town - Precinct 35
403,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
404,5,5,250.0,House,30,Bahria Town Karachi,Bahria Town - Precinct 16
405,2,2,50.0,Flat,2,Korangi,Allahwala Town
406,6,6,233.0,House,56,North Nazimabad,North Nazimabad - Block L
408,3,3,289.0,Flat,34,Cantt,Askari 5
409,3,3,289.0,Flat,30,Cantt,Askari 5
410,3,3,133.0,Upper Portion,14,Nazimabad,Nazimabad 1
411,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
412,5,5,500.0,House,48,Bahria Town Karachi,Bahria Paradise - Precinct 51
413,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
414,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
415,4,4,361.0,Flat,9,Bahria Town Karachi,Bahria Town - Jinnah Avenue
416,3,3,156.0,Flat,3,Bahria Town Karachi,Bahria Town - Jinnah Avenue
417,2,2,112.0,Flat,2,Bahria Town Karachi,Bahria Town - Jinnah Avenue
418,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
419,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
420,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
421,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
422,3,3,75.0,House,4,Bahria Town Karachi,Bahria Town Karachi
423,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
424,4,4,350.0,House,24,Bahria Town Karachi,Bahria Town - Precinct 35
425,5,5,500.0,House,43,Bahria Town Karachi,Bahria Paradise - Precinct 51
426,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Town - Precinct 19
427,6,7,500.0,House,136,DHA Defence,DHA Phase 5
428,2,2,94.0,Flat,8,Bahria Town Karachi,Bahria Town Karachi
429,3,3,139.0,Flat,12,Bahria Town Karachi,Bahria Town Karachi
430,4,4,328.0,Flat,40,Cantt,Askari 5
431,3,3,286.0,Flat,34,Cantt,Askari 5
432,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
433,4,4,350.0,House,29,Bahria Town Karachi,Bahria Town - Precinct 35
434,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Apartments
435,3,3,94.0,Flat,7,Federal B Area,Federal B Area - Block 9
436,3,3,189.0,Flat,32,Civil Lines,Civil Lines Pride
437,4,4,200.0,Upper Portion,22,Gulshan-e-Iqbal Town,CP Barar Society
438,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
439,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
440,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
441,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
442,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
443,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
444,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
445,3,3,300.0,Flat,132,DHA Defence,Emaar The Views
446,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
447,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
448,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
449,3,3,286.0,Flat,31,Cantt,Askari 5
450,4,4,175.0,Flat,14,Bahria Town Karachi,Bahria Town Karachi
453,3,3,217.0,Flat,34,Clifton,Clifton - Block 8
454,3,4,289.0,Flat,40,DHA Defence,DHA Phase 5
455,3,3,286.0,Flat,31,Cantt,Askari 5
456,4,4,328.0,Flat,42,Cantt,Askari 5
457,3,3,200.0,Flat,46,Clifton,Clifton - Block 8
458,3,4,200.0,Flat,42,Frere Town,Frere Town
459,9,9,56.0,House,120,North Nazimabad,North Nazimabad - Block B
460,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Heights
461,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
462,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
463,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
464,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
465,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise
466,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
467,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
468,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
469,3,3,286.0,Flat,34,Cantt,Askari 5
470,5,5,500.0,House,70,Malir,Falcon Complex New Malir
471,5,5,500.0,House,70,Cantt,Askari 5 - Sector G
472,6,6,500.0,House,165,DHA Defence,DHA Phase 8 - Zone B
473,6,6,427.0,House,52,North Nazimabad,North Nazimabad - Block B
474,2,2,133.0,Flat,8,Scheme 33,Mashraqi Society
475,6,6,200.0,House,38,Scheme 33,Madras Cooperative Housing Society
476,4,5,178.0,Flat,19,North Nazimabad,North Nazimabad - Block B
477,3,4,240.0,Flat,65,DHA Defence,Emaar Crescent Bay
478,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
479,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
480,3,3,128.0,Flat,18,DHA Defence,Bukhari Commercial Area
481,5,6,200.0,House,23,North Nazimabad,North Nazimabad - Block S
482,6,6,233.0,House,55,North Nazimabad,North Nazimabad - Block H
483,3,3,256.0,House,35,North Nazimabad,North Nazimabad
484,3,3,267.0,Flat,26,Rashid Minhas Road,Lucky One Apartment
485,2,2,120.0,House,12,Malir,Jamia Millia Road
487,3,3,120.0,Flat,6,Shah Faisal Town,Rafah-e-Aam
488,3,3,100.0,House,32,DHA Defence,DHA Phase 7 Extension
489,4,4,100.0,House,36,DHA Defence,DHA Phase 7 Extension
490,7,7,600.0,House,130,DHA Defence,DHA Phase 6
491,5,6,500.0,House,155,DHA Defence,DHA Phase 8
492,5,5,500.0,House,105,DHA Defence,DHA Phase 5
493,2,2,131.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 16
494,2,2,94.0,Flat,5,Gadap Town,Al-Jadeed Residency
495,3,3,167.0,Flat,15,Bahria Town Karachi,Bahria Town Karachi
496,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
497,3,3,235.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 31
498,4,5,240.0,House,18,Gadap Town,Gulshan-e-Maymar
499,3,3,175.0,Lower Portion,29,Jamshed Town,PECHS Block 2
500,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
501,5,5,375.0,House,64,Cantt,Askari 5 - Sector J
502,1,2,56.0,Flat,6,DHA Defence,Bukhari Commercial Area
505,4,4,217.0,Flat,25,North Nazimabad,North Nazimabad - Block F
506,3,3,144.0,Flat,14,North Nazimabad,North Nazimabad - Block F
507,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
508,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
509,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
510,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
511,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
513,6,7,500.0,House,175,DHA Defence,DHA Phase 6
514,6,7,500.0,House,145,DHA Defence,DHA Phase 8
515,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
516,4,4,125.0,House,17,DHA City Karachi,DHA City - Sector 14B
517,3,3,152.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-B
518,6,7,240.0,House,55,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 7
519,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town Karachi
520,6,6,500.0,House,160,DHA Defence,DHA Phase 6
521,5,5,500.0,House,50,Bahria Town Karachi,Bahria Golf City
522,2,2,100.0,Flat,18,Bahria Town Karachi,Bahria Town Karachi
523,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
524,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
525,4,4,111.0,Flat,8,North Nazimabad,North Nazimabad - Block G
526,5,6,375.0,House,63,Cantt,Askari 5 - Sector J
527,4,5,500.0,Lower Portion,85,Clifton,Clifton - Block 8
528,4,4,320.0,Lower Portion,46,Gulshan-e-Iqbal Town,Mohammad Ali Society
529,2,1,50.0,Flat,2,Korangi,Korangi - Sector 31-G
531,6,7,500.0,House,160,DHA Defence,DHA Phase 6
532,6,7,83.0,House,220,DHA Defence,DHA Phase 5
534,6,7,500.0,House,160,DHA Defence,DHA Phase 6
535,5,5,300.0,House,88,DHA Defence,DHA Phase 6
536,3,4,267.0,Flat,29,DHA Defence,DHA Phase 5
537,5,3,300.0,House,55,DHA Defence,DHA Phase 4
538,3,3,178.0,Flat,17,Cantt,Saima Presidency
540,4,5,120.0,House,18,Gadap Town,Gulshan-e-Maymar - Sector Q
541,6,6,289.0,House,32,North Karachi,North Karachi - Sector 11A
542,3,3,167.0,Flat,8,Gadap Town,Gulshan-e-Maymar - Sector U
543,3,3,200.0,House,21,Gadap Town,Gulshan-e-Maymar - Sector Z
544,3,3,200.0,Flat,34,Frere Town,Frere Town
545,6,6,240.0,House,60,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal
546,5,5,500.0,House,70,Malir,Falcon Complex New Malir
547,5,6,500.0,House,46,Bahria Town Karachi,Bahria Paradise - Precinct 51
548,2,2,92.0,Flat,4,Bahria Town Karachi,Bahria Apartments
549,2,1,50.0,Flat,2,Korangi,Korangi - Sector 31-G
550,4,5,278.0,Flat,53,Tipu Sultan Road,Tipu Sultan Road
551,5,7,480.0,House,220,KDA Scheme 1,KDA Scheme 1
552,3,4,183.0,Flat,40,Shaheed Millat Road,Shaheed Millat Road
553,2,2,111.0,Flat,28,Muslimabad Society,Muslimabad Society
554,5,5,350.0,House,104,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz - Phase 2
555,4,5,250.0,House,60,Bath Island,Bath Island
556,3,3,222.0,Flat,35,Clifton,Clifton - Block 9
557,4,5,361.0,Upper Portion,66,Jamshed Town,PECHS Block 3
558,4,5,300.0,House,65,DHA Defence,DHA Phase 4
559,1,1,54.0,Flat,3,Bahria Town Karachi,Bahria Town Karachi
560,4,4,222.0,Flat,30,DHA Defence,DHA Phase 6
561,4,5,350.0,House,59,Malir,Falcon Complex New Malir
562,2,3,115.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
563,2,2,139.0,Flat,11,Federal B Area,Federal B Area - Block 8
564,6,8,400.0,House,84,North Nazimabad,North Nazimabad - Block H
565,5,5,250.0,House,32,Bahria Town Karachi,Bahria Town - Precinct 8
566,2,2,128.0,Flat,11,Bahria Town Karachi,Bahria Town Karachi
567,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
568,4,5,300.0,Flat,70,Civil Lines,Civil Lines
569,3,3,150.0,Flat,9,Scheme 33,Gulshan-e-Kaneez Fatima
570,3,3,133.0,Flat,8,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
571,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
572,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
573,5,8,600.0,House,200,KDA Scheme 1,KDA Scheme 1
574,3,4,189.0,Flat,18,Shahra-e-Faisal,Shahra-e-Faisal
575,3,4,217.0,Flat,48,Jamshed Town,PECHS Block 2
576,5,8,480.0,House,220,Gulshan-e-Iqbal Town,Mohammad Ali Society
577,6,8,500.0,House,110,DHA Defence,DHA Phase 6
578,2,3,120.0,Flat,9,Bahria Town Karachi,Bahria Heights
579,2,2,115.0,Flat,17,Clifton,Clifton - Block 3
580,3,3,167.0,Flat,16,Jamshed Town,Garden East
581,3,3,200.0,Flat,22,Clifton,Clifton - Block 2
582,3,4,178.0,Flat,30,Clifton,Clifton - Block 2
583,4,4,400.0,Flat,40,Clifton,Clifton - Block 2
584,3,4,244.0,Flat,48,Bath Island,Bath Island
585,4,5,328.0,Flat,40,Clifton,Clifton - Block 2
586,5,5,250.0,House,27,Bahria Town Karachi,Bahria Town - Precinct 8
587,4,4,125.0,House,12,Bahria Town Karachi,Bahria Town - Precinct 23
588,3,3,222.0,Flat,34,Shahra-e-Faisal,Shahra-e-Faisal
589,5,6,50.0,Flat,60,Shahra-e-Faisal,Shahra-e-Faisal
590,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
591,3,3,222.0,Lower Portion,25,Federal B Area,Federal B Area - Block 18
592,3,3,200.0,Upper Portion,18,North Nazimabad,North Nazimabad - Block A
593,3,3,150.0,Flat,14,North Nazimabad,North Nazimabad - Block H
594,4,4,328.0,Flat,55,Stadium Road,Stadium Road
595,6,8,666.0,House,165,DHA Defence,DHA Phase 8
596,3,3,152.0,House,14,Bahria Town Karachi,Bahria Town - Precinct 11-B
597,3,3,152.0,House,14,Bahria Town Karachi,Bahria Homes - Iqbal Villas
598,5,6,500.0,House,100,DHA Defence,DHA Phase 6
599,6,7,500.0,House,98,DHA Defence,DHA Phase 7
600,6,6,500.0,House,70,DHA Defence,DHA Phase 7
601,2,3,115.0,Flat,13,DHA Defence,Rahat Commercial Area
602,5,5,377.0,Flat,70,DHA Defence,Emaar Crescent Bay
603,4,5,311.0,Flat,82,Clifton,Clifton - Block 7
604,2,2,100.0,Flat,8,Clifton,Clifton - Block 1
606,5,6,500.0,House,152,DHA Defence,DHA Phase 8
607,4,5,500.0,House,92,DHA Defence,DHA Phase 6
608,6,6,600.0,House,123,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 9
610,3,3,400.0,Flat,78,DHA Defence,Creek Vista
611,3,3,178.0,Flat,20,Clifton,Clifton - Block 4
612,4,4,120.0,House,20,Gadap Town,Gulshan-e-Maymar - Sector Q
613,2,2,120.0,Flat,14,Bahria Town Karachi,Bahria Heights
615,3,3,144.0,Flat,8,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 18
616,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
617,4,5,300.0,House,68,DHA Defence,DHA Phase 6
618,5,6,500.0,House,130,DHA Defence,DHA Phase 8
619,3,3,235.0,House,11,Bahria Town Karachi,Bahria Town - Precinct 27
620,3,3,289.0,Flat,30,Cantt,Askari 5 - Sector J
621,4,5,362.0,Flat,62,Clifton,Clifton - Block 6
622,4,4,217.0,Flat,32,DHA Defence,Bukhari Commercial Area
624,4,4,100.0,House,38,DHA Defence,DHA Phase 7 Extension
625,3,4,250.0,House,52,DHA Defence,DHA Phase 8
626,4,5,500.0,House,108,DHA Defence,DHA Phase 6
627,3,3,120.0,Flat,14,North Nazimabad,North Nazimabad - Block F
629,5,6,666.0,House,130,DHA Defence,DHA Phase 7
630,3,3,125.0,House,17,Bahria Town Karachi,Bahria Town Karachi
631,3,3,133.0,Upper Portion,12,North Nazimabad,North Nazimabad - Block J
632,2,2,100.0,Upper Portion,9,North Nazimabad,North Nazimabad - Block J
633,3,3,135.0,Upper Portion,11,North Nazimabad,North Nazimabad - Block I
634,3,3,233.0,Flat,18,Clifton,Clifton - Block 1
635,7,8,480.0,House,90,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
636,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 11-A
637,4,4,350.0,House,125,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz - Phase 1
638,4,4,467.0,Flat,72,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
639,3,4,133.0,Flat,16,DHA Defence,DHA Phase 2 Extension
640,3,3,100.0,House,30,DHA Defence,DHA Phase 7 Extension
641,3,3,125.0,House,12,Bahria Town Karachi,Bahria Town - Precinct 27
642,3,3,289.0,Flat,30,Cantt,Askari 5 - Sector J
643,3,3,298.0,Flat,34,Cantt,Askari 5
644,2,2,80.0,Flat,5,Scheme 33,State Bank of Pakistan Housing Society
645,6,7,240.0,House,36,Scheme 33,Saadi Town - Block 5
646,2,2,80.0,Flat,6,North Karachi,Bufferzone - Sector 16-A
647,2,2,100.0,Upper Portion,6,North Nazimabad,North Nazimabad - Block R
650,6,6,500.0,House,102,DHA Defence,DHA Phase 6
651,6,7,500.0,House,155,DHA Defence,DHA Phase 8
652,6,8,500.0,House,110,DHA Defence,DHA Phase 8
653,5,6,500.0,House,102,DHA Defence,DHA Phase 6
654,2,2,50.0,Flat,6,DHA Defence,Bukhari Commercial Area
655,4,4,222.0,Flat,32,DHA Defence,Nishat Commercial Area
656,2,2,100.0,Flat,12,DHA Defence,Bukhari Commercial Area
657,4,4,217.0,Flat,22,Federal B Area,Federal B Area - Block 9
658,3,3,233.0,Flat,17,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 2
659,2,2,75.0,Flat,6,Scheme 33,Karachi University Housing Society
660,3,3,189.0,Flat,17,Federal B Area,Federal B Area - Block 3
661,4,6,120.0,House,23,Scheme 33,Capital Cooperative Housing Society
662,6,7,240.0,House,55,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
663,6,7,240.0,House,68,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
664,3,3,189.0,Flat,27,Clifton,Clifton - Block 8
665,2,2,120.0,Flat,19,Frere Town,Frere Town
666,3,3,150.0,Flat,9,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
667,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
668,3,3,286.0,Flat,34,Cantt,Askari 5
669,4,4,325.0,Upper Portion,17,North Nazimabad,North Nazimabad - Block I
670,6,6,120.0,House,30,North Karachi,Bufferzone - Sector 15-A/3
671,2,3,115.0,Flat,11,North Nazimabad,North Nazimabad - Block F
672,3,3,167.0,Flat,19,North Nazimabad,North Nazimabad - Block F
673,2,2,94.0,Flat,8,Gadap Town,Gulshan-e-Maymar - Sector Y
674,5,5,250.0,House,80,Stadium Road,Stadium Road
675,5,6,500.0,House,118,DHA Defence,DHA Phase 8
676,4,5,400.0,House,98,DHA Defence,DHA Phase 5
677,6,7,500.0,House,140,DHA Defence,DHA Phase 8
678,6,6,300.0,House,88,DHA Defence,DHA Phase 6
679,5,6,500.0,House,98,DHA Defence,DHA Phase 7
680,5,5,300.0,House,105,Tipu Sultan Road,Tipu Sultan Road
681,4,4,222.0,Lower Portion,28,Al-Hilal Society,Al-Hilal Society
682,2,2,120.0,House,10,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
684,3,3,400.0,Lower Portion,30,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
685,5,6,500.0,House,102,DHA Defence,DHA Phase 5
686,2,2,83.0,Flat,4,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
687,3,3,56.0,Flat,5,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
688,4,4,500.0,Upper Portion,50,Jamshed Town,PECHS Block 2
689,6,9,240.0,House,38,Scheme 33,Saadi Town
690,5,6,500.0,House,70,Bahria Town Karachi,Bahria Town - Precinct 4
691,2,3,160.0,Flat,20,Shaheed Millat Road,Shaheed Millat Road
692,3,3,298.0,Flat,34,Cantt,Askari 5
693,4,4,120.0,House,42,DHA Defence,DHA Phase 7 Extension
694,3,3,139.0,Flat,12,North Nazimabad,North Nazimabad - Block L
695,2,2,150.0,Flat,12,North Nazimabad,North Nazimabad - Block H
696,4,5,233.0,Flat,24,North Nazimabad,North Nazimabad - Block F
697,3,3,175.0,Flat,35,North Nazimabad,North Nazimabad - Block F
698,3,3,190.0,Upper Portion,14,North Nazimabad,North Nazimabad - Block L
699,4,4,120.0,House,42,DHA Defence,DHA Phase 7 Extension
700,3,5,237.0,Flat,42,DHA Defence,Emaar Coral Towers
701,5,6,200.0,House,26,Gadap Town,Gulshan-e-Maymar - Sector X
702,6,8,200.0,House,31,Gadap Town,Gulshan-e-Maymar - Sector X
703,2,2,111.0,Flat,12,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 10
704,5,6,500.0,House,110,DHA Defence,DHA Phase 6
705,6,7,500.0,House,162,DHA Defence,DHA Phase 8
706,4,4,311.0,House,59,DHA Defence,DHA Phase 1
707,6,6,120.0,House,22,Scheme 33,Scheme 33
708,3,3,240.0,Upper Portion,22,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 1
709,6,6,240.0,House,36,Cotton Export Cooperative Housing Society,Cotton Export Cooperative Housing Society
710,3,3,240.0,House,36,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 14
711,3,3,256.0,Upper Portion,25,North Nazimabad,North Nazimabad - Block N
712,4,6,389.0,Flat,72,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
713,6,7,200.0,House,32,Gadap Town,Gulshan-e-Maymar - Sector X
714,2,2,83.0,Flat,10,Tariq Road,Tariq Road
715,6,6,500.0,House,200,KDA Scheme 1,KDA Scheme 1
716,4,4,120.0,House,15,Shahra-e-Faisal,KN Gohar Green City
717,3,3,194.0,Flat,26,DHA Defence,DHA Phase 6
718,2,2,111.0,Flat,10,DHA Defence,Badar Commercial Area
719,3,3,200.0,Flat,18,North Nazimabad,North Nazimabad - Block F
720,2,2,115.0,Flat,11,North Nazimabad,North Nazimabad - Block F
721,5,6,300.0,House,50,North Nazimabad,North Nazimabad - Block A
723,5,6,136.0,House,24,Naya Nazimabad,Naya Nazimabad - Block A
724,4,4,100.0,House,38,DHA Defence,DHA Phase 8
725,5,6,522.0,House,85,DHA Defence,DHA Phase 5 Extension
726,4,4,311.0,House,59,DHA Defence,DHA Phase 1
727,6,7,500.0,House,138,DHA Defence,DHA Phase 6
728,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
729,6,7,666.0,House,135,DHA Defence,DHA Phase 6
730,4,4,200.0,Flat,24,Shaheed Millat Road,Shaheed Millat Road
731,2,2,111.0,Flat,8,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
732,2,2,111.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3-A
733,2,2,111.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3-A
734,2,2,111.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 16
735,6,6,500.0,House,100,DHA Defence,DHA Phase 7
736,2,2,111.0,Flat,9,Scheme 33,Scheme 33
737,5,5,350.0,House,60,Malir,Falcon Complex New Malir
738,2,3,120.0,House,15,Gadap Town,Gulshan-e-Maymar - Sector Z
739,3,3,150.0,Flat,4,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 19
740,3,4,200.0,Flat,32,Bath Island,Bath Island
741,2,2,111.0,Flat,10,DHA Defence,Badar Commercial Area
742,4,4,200.0,Flat,19,DHA Defence,Jami Commercial Area
743,6,7,500.0,House,145,DHA Defence,DHA Phase 8
744,5,5,500.0,House,95,DHA Defence,DHA Phase 7
745,2,2,42.0,Flat,2,Korangi,Allahwala Town - Sector 31-G
746,3,3,90.0,Flat,6,Korangi,Allahwala Town - Sector 31-G
747,2,2,42.0,Flat,3,Korangi,Allahwala Town - Sector 31-G
748,6,7,400.0,House,85,DHA Defence,DHA Phase 6
749,6,6,500.0,House,125,DHA Defence,DHA Phase 6
750,4,4,222.0,Flat,35,Frere Town,Frere Town
751,2,2,120.0,Flat,16,Clifton,Clifton - Block 4
752,3,3,261.0,Flat,40,Frere Town,Frere Town
753,3,3,178.0,Flat,30,Clifton,Clifton - Block 5
754,5,5,500.0,House,165,DHA Defence,DHA Phase 6
755,3,2,144.0,Flat,12,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 5
756,4,5,120.0,House,18,Scheme 33,Sector 32 - Punjabi Saudagar City Phase 3
757,4,5,120.0,House,18,Scheme 33,Sector 32 - Punjabi Saudagar City Phase 3
758,3,3,200.0,Flat,17,Defence View Society,Defence View Society
759,6,7,120.0,House,18,North Karachi,North Karachi - Sector 11-C/3
760,4,3,361.0,Penthouse,35,Bahria Town Karachi,Bahria Town - Precinct 4
761,5,5,500.0,House,69,Malir,Falcon Complex New Malir
762,3,3,217.0,Flat,34,DHA Defence,Bukhari Commercial Area
763,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
764,5,6,666.0,House,165,DHA Defence,DHA Phase 6
765,4,5,427.0,Flat,60,Clifton,Clifton - Block 4
766,3,3,200.0,Flat,40,Shahra-e-Faisal,Shahra-e-Faisal
767,8,8,500.0,House,160,KDA Scheme 1,KDA Scheme 1
768,3,3,239.0,Flat,32,Shahra-e-Faisal,Shahra-e-Faisal
769,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
770,3,3,250.0,Flat,20,Bahria Town Karachi,Bahria Town - Precinct 19
771,4,4,328.0,Flat,25,Bahria Town Karachi,Bahria Town - Precinct 19
772,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
773,4,5,250.0,House,62,DHA Defence,DHA Phase 5
774,2,2,100.0,Upper Portion,15,Jamshed Town,PECHS Block 2
775,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
776,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
777,2,2,83.0,Flat,7,Jamshed Town,Garden East
778,6,6,400.0,House,45,North Nazimabad,North Nazimabad - Block D
779,6,6,500.0,House,65,Cantt,Askari 5 - Sector G
780,2,2,94.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
781,2,2,111.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 14
782,2,2,133.0,Flat,7,Scheme 33,Scheme 33
783,5,6,328.0,House,60,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 4
784,6,6,400.0,House,66,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
785,6,6,240.0,House,55,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 3
786,5,6,600.0,House,115,DHA Defence,DHA Phase 6
